Id,Memo,MaxStackCount,Duration,EffectTag,BuffEffects,ShowBuffIcon,ShowActiveText,Triggers,InactiveInLounge,IsDespairEffect
42007,긍정 패러 3lv : 신성 모독자,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Blasphemy"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""15.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""},{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Blasphemy"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""-10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
42008,긍정 패러 3lv : 인간 사냥꾼,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Human"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""15.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""},{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Human"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""-10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
42009,긍정 패러 3lv : 삼림 파괴자,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Plant"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""15.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""},{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Plant"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""-10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
42010,긍정 패러 3lv : 거인의 일격,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""18.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""-10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
42011,긍정 패러 3lv : 고립된 투지,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""FireResistancePercent"",""statValue"":""18.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WaterResistancePercent"",""statValue"":""18.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WindResistancePercent"",""statValue"":""18.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.NearbyUnitCountBuffTrigger, De.Base"",""Relation"":""AllyExceptOwner"",""Range"":""4.000"",""CompareType"":""Less"",""CompareValue"":""1.000"",""NearUnitConditionTriggers"":[]}]",False,False
42012,긍정 패러 3lv : 저격수,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""12.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.NearbyUnitCountBuffTrigger, De.Base"",""Relation"":""Enemy"",""Range"":""2.000"",""CompareType"":""Less"",""CompareValue"":""1.000"",""NearUnitConditionTriggers"":[]}]",False,False
42013,긍정 패러 3lv : 약점 집착,1,-1,"None","[{""$type"":""GameCommon.Data.WeakPointStackAmplifierEffect, De.Base"",""Percent"":""15.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""WeakPointStackAmplifier""}]",False,False,"[]",False,False
42014,긍정 패러 3lv : 강강약약,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""Normal"",""StatType"":""AtkPercent"",""StatValue"":""8.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""},{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""Boss"",""StatType"":""AtkPercent"",""StatValue"":""11.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
42015,긍정 패러 3lv : 금지된 생명,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpMaxPercent"",""statValue"":""40.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-12.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
42016,긍정 패러 3lv : 공격이 삶,1,-1,"None","[{""$type"":""GameCommon.Data.ShieldOnDamageProvideEffect, De.Base"",""ShieldId"":200002,""Percent"":""2.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""ShieldOnDamageProvide""},{""$type"":""GameCommon.Data.HpRecoveryAmplifierEffect, De.Base"",""Percent"":""-35.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""HpRecoveryAmplifier""}]",False,False,,False,False
42017,긍정 패러 3lv : 신성한 육체,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CorruptionMax"",""statValue"":""25.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
42018,긍정 패러 3lv : 불의 계약,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""Fire"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""},{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""Fire"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""-7.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,"[]",False,False
42019,긍정 패러 3lv : 물의 계약,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""Water"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""},{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""Water"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""-7.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,"[]",False,False
42020,긍정 패러 3lv : 바람의 계약,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""Wind"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""},{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""Wind"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""-7.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,"[]",False,False
42101,부정 패러 3lv : 망자의 저주,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpMaxPercent"",""statValue"":""-16.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
42102,부정 패러 3lv : 편집증,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""StressIntervalPercent"",""statValue"":""-200.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
42103,부정 패러 3lv : 불안정 폭주,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""-50.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""15.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AtkPercent"",""StatValue"":""1000.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""GreaterEqual"",""CompareValue"":""70.000""}]",False,False
42104,부정 패러 3lv : 파괴된 성채,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-17.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
42105,부정 패러 3lv : 멈춘 시간,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""-16.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
42106,부정 패러 3lv : 광기의 사도,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-25.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
42107,부정 패러 3lv : 혼돈의 망령,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""-18.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalDamagePercent"",""statValue"":""25.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
42108,부정 패러 3lv : 신경 쇠약,1,-1,"None","[{""$type"":""GameCommon.Data.StressRecoveryAmplifierEffect, De.Base"",""Percent"":""-35.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StressRecoveryAmplifier""},{""$type"":""GameCommon.Data.HpRecoveryAmplifierEffect, De.Base"",""Percent"":""-35.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""HpRecoveryAmplifier""}]",False,False,"[]",False,False
42109,부정 패러 3lv : 심장 응고,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""GreaterEqual"",""CompareValue"":""60.000""}]",False,False
42110,부정 패러 3lv : 죽음의 예감,1,-1,"None","[{""$type"":""GameCommon.Data.SelfReviveChanceAmplifierBuffEffect, De.Base"",""Percent"":""-35.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""SelfReviveChanceAmplifier""}]",False,False,"[]",False,False
42111,부정 패러 3lv : 영원한 형벌,1,-1,"None","[{""$type"":""GameCommon.Data.StatusEffectDurationAmplifierEffect, De.Base"",""TargetStatusEffect"":""Root, Confuse, Stun"",""Percent"":""25.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StatusEffectDurationAmplifier""}]",False,False,"[]",False,False
42112,부정 패러 3lv : 어둠의 공포,1,-1,"None","[{""$type"":""GameCommon.Data.HpDamageTakenAmplifierEffect, De.Base"",""Percent"":""20.000"",""ShowEffect"":false,""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""HpDamageTakenAmplifier""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""LightFuel"",""CompareType"":""LessEqual"",""CompareValue"":""50.000""}]",False,False
42113,부정 패러 3lv : 빛 혐오,1,-1,"None","[{""$type"":""GameCommon.Data.DotStressDamageEffect, De.Base"",""TickAmount"":1,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotStressDamage""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""LightFuel"",""CompareType"":""GreaterEqual"",""CompareValue"":""95.000""}]",False,False
42114,부정 패러 3lv : 만지면 고장,1,-1,"None","[{""$type"":""GameCommon.Data.ItemEffectAmplifierEffect, De.Base"",""Percent"":""-30.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""ItemEffectAmplifier""}]",False,False,"[]",False,False
42115,부정 패러 3lv : 오염된 육체,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CorruptionMax"",""statValue"":""-30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
42116,부정 패러 3lv : 부식된 폐,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""StaminaMax"",""statValue"":""-20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[]",False,False
42117,부정 패러 3lv : 심적 압박,1,-1,"None","[{""$type"":""GameCommon.Data.SkillStressCostAmplifierEffect, De.Base"",""Percent"":""50.000"",""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""SkillStressCostAmplifier""}]",False,False,"[]",False,False
